Wall time,Step,Value
1691757852.8934464,50000,-571.7625122070312
1691758029.0753975,100000,-174.1437530517578
1691758200.1357727,150000,-516.9937744140625
1691758377.5202413,200000,-324.28125
1691758546.648308,250000,-408.0562744140625
1691758730.454143,300000,-443.8210754394531
1691758911.9651446,350000,-445.29412841796875
1691759168.5000708,400000,-455.3000183105469
1691759661.883355,450000,-344.9437561035156
1691760369.8941212,500000,-439.5312805175781
1691760790.8587136,550000,-270.1812438964844
1691761066.0704262,600000,-215.35264587402344
1691761347.4523585,650000,-204.7058868408203
1691761746.7850604,700000,-13.024996757507324
1691762110.600645,750000,-78.5562515258789
1691762289.9402254,800000,-171.53125
1691762471.8053627,850000,-219.31875610351562
1691762638.756541,900000,-103.84210968017578
1691762812.7400234,950000,-151.55882263183594
1691763020.072846,1000000,35.85000228881836
1691763194.8580189,1050000,-206.6800079345703
1691763369.8868074,1100000,-29.837507247924805
1691763535.7058735,1150000,-111.2874984741211
1691763718.4464886,1200000,-101.58750915527344
1691763888.2273953,1250000,-128.95623779296875
1691764069.0478284,1300000,40.58124542236328
1691764235.9294162,1350000,-93.31500244140625
1691764416.9508739,1400000,-117.6937484741211
1691764593.5084455,1450000,-14.337493896484375
1691764784.214103,1500000,-61.431251525878906
1691764977.3551872,1550000,-28.381250381469727
1691765160.212378,1600000,-26.42499542236328
1691765351.692398,1650000,-191.260009765625
1691765542.621276,1700000,-54.218753814697266
1691765734.1305654,1750000,-164.1437530517578
1691765919.0642984,1800000,-159.0812530517578
1691766109.93136,1850000,-68.61875915527344
1691766300.9547653,1900000,-50.156253814697266
1691766492.1324608,1950000,-107.21499633789062
1691766685.0174825,2000000,-7.224998950958252
1691766868.115033,2050000,-113.90000915527344
1691767057.9017074,2100000,8.506251335144043
1691767237.4472897,2150000,-124.18749237060547
1691767408.4766476,2200000,92.70625305175781
1691767585.5740829,2250000,-154.29000854492188
1691767775.2435043,2300000,-49.04374694824219
1691767965.270042,2350000,48.04375457763672
1691768154.6218822,2400000,-147.88124084472656
1691768331.0069335,2450000,-106.51250457763672
1691768494.7723532,2500000,-144.4562530517578
1691768669.083997,2550000,-44.119991302490234
1691768848.9277318,2600000,-5.868748188018799
1691769023.7286773,2650000,-17.92499542236328
1691769196.4695866,2700000,0.3999955356121063
1691769373.7778378,2750000,-19.500001907348633
1691769560.7985702,2800000,41.912498474121094
1691769744.660927,2850000,26.155000686645508
1691769932.793532,2900000,-122.9375
1691770097.8531103,2950000,81.875
1691770269.6100118,3000000,50.125
1691770440.8579648,3050000,-32.381256103515625
1691770614.1802638,3100000,-24.950002670288086
1691770778.1085436,3150000,-32.255001068115234
1691770949.9250908,3200000,18.618745803833008
1691771120.931326,3250000,-6.81249475479126
1691771303.4502225,3300000,26.218748092651367
1691771480.4513717,3350000,26.918746948242188
1691771658.3475628,3400000,36.468746185302734
1691772396.3188486,3450000,-61.89500045776367
1691773006.443826,3500000,6.4187469482421875
1691773266.2468123,3550000,62.15625
1691773447.559315,3600000,23.05624771118164
1691773637.4167757,3650000,26.762495040893555
1691773820.859576,3700000,62.64999771118164
1691774003.9099884,3750000,101.05999755859375
1691774203.416195,3800000,59.60624694824219
1691774396.6073165,3850000,61.66874694824219
1691774588.6255443,3900000,4.600002288818359
1691774775.2455559,3950000,13.193743705749512
1691774961.812371,4000000,-65.85000610351562
1691775139.9247437,4050000,-66.6100082397461
1691775311.8001332,4100000,65.13750457763672
1691775483.3878126,4150000,10.12499713897705
1691775654.0692782,4200000,-50.0250129699707
1691775818.9611628,4250000,9.225001335144043
1691775990.1277192,4300000,79.0875015258789
1691776177.9322314,4350000,-12.449999809265137
1691776379.950492,4400000,-49.98125076293945
1691776559.9090033,4450000,-101.97500610351562
1691776739.7738438,4500000,58.718746185302734
1691776939.3802314,4550000,-0.7375021576881409
1691777127.1215708,4600000,21.212499618530273
1691777301.1285596,4650000,106.92500305175781
1691777479.6906035,4700000,-107.2750015258789
1691777676.9787445,4750000,-24.274993896484375
1691777861.4671247,4800000,-80.57499694824219
1691778046.9448621,4850000,86.84375
1691778235.1831355,4900000,7.181246757507324
1691778413.4563446,4950000,-91.05499267578125
1691778599.8228567,5000000,53.20625305175781
1691778776.370756,5050000,16.512495040893555
1691778955.8466942,5100000,46.60624694824219
1691779126.0119882,5150000,58.125
1691779320.1003456,5200000,-26.031253814697266
1691779504.9819367,5250000,33.0049934387207
1691779693.1482515,5300000,-59.26874542236328
1691779879.7660012,5350000,-13.512507438659668
1691780057.6633575,5400000,-46.35000228881836
1691780237.5842066,5450000,94.7874984741211
1691780425.529051,5500000,-7.712508678436279
1691780629.8178859,5550000,70.88749694824219
1691781109.6749609,5600000,17.137495040893555
1691781796.8693464,5650000,26.98749542236328
1691782294.073763,5700000,-43.187503814697266
1691782570.9352667,5750000,43.04999923706055
1691782750.3293912,5800000,38.22222137451172
1691782931.4331748,5850000,-41.20624923706055
1691783105.8560221,5900000,-157.73751831054688
1691783277.800082,5950000,-2.1312530040740967
1691783450.6853366,6000000,-22.056257247924805
1691783615.600137,6050000,-139.76112365722656
1691783787.0796132,6100000,-44.18333053588867
1691783957.718651,6150000,92.45624542236328
1691784128.955219,6200000,30.356245040893555
1691784303.2998488,6250000,-67.47500610351562
1691784465.089738,6300000,74.08124542236328
