Wall time,Step,Value
1687465346.0357056,8850000,-1.4600038528442383
1687465497.1090624,8900000,41.187496185302734
1687465647.481461,8950000,20.05999755859375
1687465800.5484831,9000000,6.93499755859375
1687465958.1630414,9050000,-12.970003128051758
1687466103.9263234,9100000,14.939997673034668
1687466263.4552846,9150000,-12.316670417785645
1687466418.3144205,9200000,12.689997673034668
1687466574.7315288,9250000,9.5549955368042
1687466732.5325198,9300000,8.834997177124023
1687466883.616062,9350000,6.304996490478516
1687467039.1609442,9400000,42.49583053588867
1687467198.7388144,9450000,14.099996566772461
1687467364.6206477,9500000,27.229997634887695
1687467527.4181702,9550000,57.619998931884766
1687467697.1786609,9600000,7.882606029510498
1687467844.6804643,9650000,48.0047607421875
1687468001.0725698,9700000,-8.325004577636719
1687468157.9380383,9750000,40.02499771118164
1687468313.239278,9800000,28.009998321533203
1687468473.0468874,9850000,7.387497901916504
1687468624.2578716,9900000,37.6099967956543
1687468781.1106904,9950000,16.994997024536133
1687468936.2230458,10000000,-1.3650028705596924
1687469561.55618,10050000,-38.16667175292969
1687469725.3827057,10100000,16.96999740600586
1687469890.7717838,10150000,15.449997901916504
1687470049.7265275,10200000,35.78333282470703
1687470202.207657,10250000,67.75
1687470343.2882578,10300000,0.4049956500530243
1687470499.0439875,10350000,31.259998321533203
1687470670.1137688,10400000,19.29499626159668
1687470822.215046,10450000,33.19999694824219
1687470970.4865448,10500000,47.63999938964844
1687471111.7210536,10550000,4.744997024536133
1687471256.8995297,10600000,42.68499755859375
1687471409.5899863,10650000,-2.1650049686431885
1687471554.95155,10700000,44.4041633605957
1687471701.8418741,10750000,38.86499786376953
1687471858.7888048,10800000,17.73499870300293
1687472012.7390552,10850000,38.7349967956543
1687472176.8693557,10900000,39.79047393798828
1687472333.3630056,10950000,64.21304321289062
1687472488.4398005,11000000,55.724998474121094
1687472650.0410728,11050000,55.244998931884766
1687472808.5285099,11100000,-22.91500473022461
1687472973.6882856,11150000,25.245830535888672
1687473139.3196929,11200000,33.94999694824219
1687473302.140489,11250000,56.93499755859375
1687473454.053041,11300000,27.959997177124023
1687473611.0180764,11350000,23.759998321533203
1687473759.8299322,11400000,27.824996948242188
1687473911.0052385,11450000,30.944997787475586
1687474063.1428633,11500000,60.119998931884766
1687474213.1282709,11550000,27.57499885559082
1687474365.23239,11600000,40.17499923706055
1687474523.1005137,11650000,60.5625
1687474674.8964293,11700000,57.21500015258789
1687474823.528129,11750000,41.78999710083008
1687474974.0541532,11800000,40.269996643066406
1687475123.0174422,11850000,55.61499786376953
1687475274.9828975,11900000,53.62083053588867
1687475414.135812,11950000,18.77499771118164
1687475558.7102933,12000000,30.009998321533203
1687475703.7035465,12050000,35.42499923706055
1687475847.272111,12100000,18.180950164794922
1687475996.805246,12150000,19.82608413696289
1687476139.221122,12200000,6.0699968338012695
1687476295.2543645,12250000,51.21999740600586
1687476445.8534102,12300000,57.5
1687476591.7967157,12350000,52.96249771118164
1687476743.4822152,12400000,34.68499755859375
1687476894.6949878,12450000,28.18499755859375
1687477036.066192,12500000,48.32999801635742
1687477187.7024052,12550000,24.619997024536133
1687477336.4944248,12600000,62.94166564941406
1687477486.2075713,12650000,34.17499923706055
1687477637.3704593,12700000,21.059995651245117
1687477786.2972276,12750000,12.44499683380127
1687477941.5874102,12800000,28.86499786376953
1687478099.2191558,12850000,1.5124956369400024
1687478251.9787931,12900000,55.94999694824219
1687478404.3279388,12950000,50.28999710083008
1687478560.3474169,13000000,60.06999969482422
1687478703.7518792,13050000,23.79499626159668
1687478854.8672676,13100000,2.8541624546051025
1687479007.7821448,13150000,41.51499938964844
1687479160.29954,13200000,-5.48500394821167
1687479311.3957245,13250000,30.404998779296875
1687479456.9372177,13300000,24.914283752441406
1687479607.864253,13350000,42.491302490234375
1687479760.6398518,13400000,21.039997100830078
1687479914.881146,13450000,-5.570003986358643
1687480068.345251,13500000,59.394996643066406
1687480222.48143,13550000,54.83333206176758
1687480366.0822837,13600000,29.964996337890625
1687480516.1292388,13650000,23.084997177124023
1687480667.4110618,13700000,36.064998626708984
1687480821.392837,13750000,32.35499954223633
1687480971.5162299,13800000,53.99166488647461
1687481117.6918359,13850000,24.13499641418457
1687481268.046774,13900000,87.69499969482422
1687481419.9359818,13950000,38.78999710083008
1687481571.6144786,14000000,20.204998016357422
1687481721.584218,14050000,46.12916564941406
1687481874.9824917,14100000,5.5699968338012695
1687482015.3336382,14150000,50.994998931884766
1687482167.1327221,14200000,47.37999725341797
1687482318.0490036,14250000,34.43499755859375
1687482469.1715405,14300000,43.883331298828125
1687482620.566574,14350000,53.654998779296875
1687482763.3880057,14400000,49.27499771118164
1687482913.933349,14450000,40.55999755859375
1687483063.3212483,14500000,53.71904754638672
1687483213.9878201,14550000,34.94782257080078
1687483367.8664355,14600000,47.974998474121094
1687483522.671784,14650000,60.5099983215332
1687483665.3170998,14700000,52.25
1687483816.010981,14750000,2.8333287239074707
1687483965.9832964,14800000,25.289997100830078
1687484116.4422276,14850000,48.01499938964844
1687484268.2685544,14900000,36.5099983215332
1687484413.6987104,14950000,46.11499786376953
1687484567.3085835,15000000,58.704166412353516
1687484724.3754644,15050000,39.644996643066406
1687484886.4889734,15100000,27.514997482299805
1687485048.2727382,15150000,27.714998245239258
1687485211.705567,15200000,60.52499771118164
1687485352.463773,15250000,41.6541633605957
1687485502.7259288,15300000,27.704998016357422
1687485652.0082345,15350000,69.08000183105469
1687485804.1809995,15400000,65.31999969482422
1687485958.856955,15450000,59.59000015258789
1687486102.785103,15500000,39.749996185302734
1687486262.3888786,15550000,75.84500122070312
1687486415.7972007,15600000,34.13999938964844
1687486565.5890925,15650000,47.584999084472656
1687486721.741363,15700000,70.67142486572266
1687486873.0734599,15750000,52.869564056396484
1687487026.679304,15800000,-18.2550048828125
1687487182.3702035,15850000,64.32499694824219
1687487336.2708142,15900000,73.3949966430664
1687487492.2309322,15950000,30.974998474121094
1687487646.33561,16000000,57.94999694824219
1687487789.447055,16050000,52.959999084472656
1687487938.8979926,16100000,35.339996337890625
1687488088.1357033,16150000,40.279998779296875
1687488236.9498394,16200000,64.12083435058594
1687488385.1705723,16250000,64.04999542236328
1687488528.3575706,16300000,30.89999771118164
1687488677.3405662,16350000,50.869998931884766
1687488826.168421,16400000,42.60499572753906
1687488997.6596005,16450000,59.02083206176758
1687489152.7932012,16500000,35.82499694824219
1687489308.8299387,16550000,25.329998016357422
1687489468.9834833,16600000,22.889997482299805
1687489636.9285264,16650000,76.875
1687489810.6751802,16700000,27.062498092651367
1687489973.7731602,16750000,53.8599967956543
1687490128.8539135,16800000,70.54999542236328
1687490274.5542474,16850000,87.1500015258789
1687490425.9515905,16900000,37.842857360839844
1687490574.0035887,16950000,76.1565170288086
1687490720.7534168,17000000,63.76499938964844
1687490867.361045,17050000,51.96500015258789
1687491015.2489474,17100000,23.624996185302734
1687491157.6424036,17150000,60.354164123535156
1687491306.458559,17200000,53.34499740600586
1687491454.814863,17250000,53.779998779296875
1687491605.4328115,17300000,65.33000183105469
1687491755.29902,17350000,56.04499816894531
1687491898.7174413,17400000,52.63750076293945
1687492046.9478006,17450000,61.904998779296875
1687492195.116032,17500000,40.80999755859375
1687492341.5845985,17550000,43.974998474121094
1687492487.1557477,17600000,48.959999084472656
1687492639.3781965,17650000,24.7833309173584
1687492778.1012852,17700000,68.27999877929688
1687492925.1511135,17750000,20.09999656677246
1687493076.4545023,17800000,6.14499568939209
1687493225.5552254,17850000,71.40499877929688
1687493374.786958,17900000,49.858333587646484
1687493519.7257242,17950000,17.75999641418457
1687493669.1392045,18000000,45.03499984741211
1687493819.9062781,18050000,35.939998626708984
1687493970.452775,18100000,5.142853260040283
1687494121.1201932,18150000,40.760868072509766
1687494272.8332424,18200000,52.724998474121094
1687494415.170143,18250000,47.36499786376953
1687494563.4922426,18300000,30.339998245239258
1687494713.4754097,18350000,56.89999771118164
1687494862.556604,18400000,26.61499786376953
1687495010.9828408,18450000,69.83000183105469
1687495156.834219,18500000,78.78499603271484
1687495307.173613,18550000,45.85499954223633
1687495456.5424385,18600000,72.88749694824219
1687495607.2035234,18650000,30.044998168945312
1687495758.9785583,18700000,43.73999786376953
1687495910.2887506,18750000,58.875
1687496053.5149338,18800000,53.619998931884766
1687496203.966239,18850000,45.74583053588867
1687496354.5138333,18900000,48.55999755859375
1687496504.821594,18950000,34.28499984741211
1687496655.191029,19000000,31.93999671936035
1687496799.8975942,19050000,50.81999969482422
1687496948.8863628,19100000,31.374998092651367
1687497097.6672254,19150000,62.09499740600586
1687497246.850308,19200000,81.94000244140625
1687497395.7734666,19250000,22.78999900817871
1687497546.9670937,19300000,58.06666564941406
1687497689.6683345,19350000,40.991302490234375
1687497838.5414035,19400000,69.23999786376953
1687497988.153288,19450000,45.494998931884766
1687498136.3607197,19500000,57.27499771118164
1687498287.225201,19550000,50.82499694824219
1687498433.8788362,19600000,83.40999603271484
1687498583.6695805,19650000,21.85999870300293
1687498733.2153738,19700000,53.974998474121094
1687498882.1499937,19750000,40.869998931884766
1687499030.7554572,19800000,55.666664123535156
1687499182.5718777,19850000,54.5
1687499324.3760571,19900000,46.34499740600586
1687499474.020468,19950000,52.179996490478516
1687499623.2791643,20000000,26.714998245239258
1687520935.886012,20050000,71.37222290039062
1687521088.9093893,20100000,53.27727127075195
1687521240.0489087,20150000,26.339998245239258
1687521390.1911008,20200000,57.82999801635742
1687521543.2726815,20250000,48.119998931884766
1687521687.6563313,20300000,27.824996948242188
1687521838.6946652,20350000,21.374996185302734
1687521988.3445277,20400000,65.04499816894531
1687522138.0134835,20450000,68.77999877929688
1687522288.6089842,20500000,46.029998779296875
1687522434.2963483,20550000,51.266666412353516
1687522584.9198122,20600000,48.06999969482422
1687522735.7938502,20650000,45.3849983215332
1687522886.3536458,20700000,47.654998779296875
1687523039.291474,20750000,53.8599967956543
1687523187.1191099,20800000,74.92916870117188
1687523332.975589,20850000,75.94999694824219
1687523478.2838302,20900000,39.12999725341797
1687523627.6548808,20950000,61.959999084472656
1687523772.6278915,21000000,53.84499740600586
1687523915.5625324,21050000,69.00416564941406
1687524055.773419,21100000,38.099998474121094
1687524204.5576901,21150000,72.90999603271484
1687524354.3170226,21200000,50.13999938964844
1687524502.4771926,21250000,43.140907287597656
1687524651.6021097,21300000,21.481815338134766
1687524802.9876895,21350000,65.98500061035156
1687524945.060359,21400000,36.37999725341797
1687525097.2026017,21450000,65.27999877929688
1687525246.273688,21500000,49.079166412353516
1687525395.0682492,21550000,39.86499786376953
1687525541.7866871,21600000,32.619998931884766
1687525684.3972437,21650000,62.029998779296875
1687525832.6006517,21700000,66.20500183105469
1687525979.0292232,21750000,38.92499923706055
1687526125.5308888,21800000,52.32499694824219
1687526267.9117038,21850000,66.2699966430664
1687526410.6112802,21900000,70.19499969482422
1687526544.1592987,21950000,36.9849967956543
1687526683.854254,22000000,49.99583053588867
1687526823.746937,22050000,55.03999710083008
1687526964.0682728,22100000,83.60499572753906
1687527104.561508,22150000,38.14500045776367
1687527239.9478614,22200000,66.08999633789062
1687527380.4589353,22250000,50.61666488647461
1687527519.9903226,22300000,48.47999954223633
1687527660.801298,22350000,50.0
1687527801.2450764,22400000,32.999996185302734
1687527943.6250346,22450000,75.48181915283203
1687528077.545184,22500000,68.0
1687528217.7086535,22550000,78.98999786376953
1687528358.38673,22600000,42.11499786376953
1687528498.5292604,22650000,63.84000015258789
1687528638.5282254,22700000,62.67916488647461
1687528773.7786322,22750000,71.12000274658203
1687528913.8260837,22800000,63.5099983215332
1687529054.2035575,22850000,53.459999084472656
1687529194.4003236,22900000,45.68000030517578
1687529334.3008325,22950000,56.041664123535156
1687529477.480672,23000000,23.96999740600586
1687529609.9404998,23050000,53.04499816894531
1687529750.3086102,23100000,41.51499938964844
1687529890.5340652,23150000,31.279996871948242
1687530030.5331783,23200000,56.541664123535156
1687530172.3760073,23250000,19.854997634887695
1687530307.1103044,23300000,16.824995040893555
1687530446.8870938,23350000,72.75499725341797
1687530587.0780854,23400000,47.75499725341797
1687530727.1850076,23450000,52.666664123535156
1687530867.15046,23500000,52.40999984741211
1687531010.6296084,23550000,42.55999755859375
1687531143.4170203,23600000,63.564998626708984
1687531286.196992,23650000,56.05908966064453
1687531429.5719473,23700000,59.318180084228516
1687531579.7704394,23750000,54.88999938964844
1687531727.102117,23800000,47.54999923706055
1687531871.9188812,23850000,58.92499923706055
1687532021.1406243,23900000,39.73749923706055
1687532169.4665039,23950000,9.564996719360352
1687532318.6552308,24000000,56.404998779296875
1687532466.3690133,24050000,46.1099967956543
1687532622.5877862,24100000,68.125
1687532765.9173005,24150000,75.95416259765625
1687532916.910506,24200000,86.66999816894531
1687533068.8499968,24250000,42.279998779296875
1687533218.4344351,24300000,20.30499839782715
1687533381.7898405,24350000,31.14999771118164
1687533541.8448174,24400000,52.570831298828125
1687533689.6348047,24450000,2.4349961280822754
1687533837.455883,24500000,67.41999816894531
1687533983.041891,24550000,35.82499694824219
1687534135.3504367,24600000,50.61499786376953
1687534286.7283869,24650000,49.44166564941406
1687534430.1523137,24700000,7.354996204376221
1687534577.4312825,24750000,30.474998474121094
1687534727.2911458,24800000,24.669998168945312
1687534879.605371,24850000,48.640907287597656
1687535034.7916975,24900000,62.35908889770508
1687535186.7195337,24950000,16.394996643066406
1687535339.6562994,25000000,43.70499801635742
1687736617.2720451,25050000,43.064998626708984
1687736784.7424462,25100000,22.159997940063477
1687736949.5899718,25150000,61.31999969482422
1687737114.2077081,25200000,57.68499755859375
1687737276.5753856,25250000,55.3636360168457
1687737431.3085108,25300000,35.140907287597656
1687737592.2546358,25350000,63.47999954223633
1687737755.6908138,25400000,53.13999938964844
1687737916.7746058,25450000,45.01499938964844
1687738076.306482,25500000,58.166664123535156
1687738230.7400668,25550000,64.38999938964844
1687738390.193547,25600000,73.02999877929688
1687738549.867459,25650000,51.57499694824219
1687738710.2017405,25700000,46.714996337890625
1687738869.2050705,25750000,59.93333053588867
1687739031.3999383,25800000,47.16499710083008
1687739184.6711164,25850000,56.43000030517578
1687902815.4211671,25900000,67.26874542236328
1687902969.2270782,25950000,39.519996643066406
1687903114.9455774,26000000,82.31500244140625
1687903258.2816598,26050000,40.974998474121094
1687903397.661028,26100000,71.76499938964844
1687903541.130161,26150000,49.266666412353516
1687903684.3609173,26200000,72.91500091552734
1687903827.698028,26250000,56.52000045776367
1687903971.131776,26300000,65.75499725341797
1687904115.9176538,26350000,56.279998779296875
1687904257.1547396,26400000,11.749996185302734
1687904402.6707716,26450000,73.33999633789062
1687904553.4512517,26500000,27.77499771118164
